hitId,productName,productCategory,productRevenue,productPrice,productQuantity
0084672076187547040:1477345094:18,Google Women's Short Sleeve Hero Tee Black,Home/Apparel/,,16990000,
0084672076187547040:1477345094:20,Google Women's Short Sleeve Hero Tee Black,Home/Apparel/,,16990000,
2777282472787326839:1477378125:10,Google Women's Lightweight Microfleece Jacket,Home/Apparel/Women's/Women's-Outerwear/,,74990000,
2777282472787326839:1477378125:12,Google Women's Lightweight Microfleece Jacket,Home/Apparel/Women's/Women's-Outerwear/,,74990000,
2777282472787326839:1477378125:18,Google Onesie Red,Home/Apparel/Kid's/Kid's-Infant/,,23990000,
2777282472787326839:1477378125:19,Google Onesie Red,Home/Apparel/Kid's/Kid's-Infant/,,23990000,1
2777282472787326839:1477378125:23,Google Onesie Red,(not set),,23990000,1
2777282472787326839:1477378125:30,Google Phone Sanitizer,Home/Electronics/Electronics Accessories/,,97990000,
0878351057815860844:1477340578:11,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Apparel/,,16990000,
0878351057815860844:1477340578:13,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Apparel/,,16990000,
0878351057815860844:1477340578:15,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Home/Apparel/,,16990000,
